Id,Mohafaza,Caza,City,Date,relig1,relig2,relig3,relig4,relig5,relig6,relig7,relig8,relig9,relig10,relig11,relig12,sectsj1,sectsj2,sectsj3,sectsj4,sectsj5,sectsj6,sectsj7,sectsj8,sectarian1,sectarian2,sectarian3,sectarian4,sectarian5,polfriends,mcp1,mcp2,mcp3,mcp4,mcp5,mcp6,mcp7,mcp8,mcp9,mcp10,mcp11,polinterest,conservsoc,conservecon,conservpol,lebpol,intlnews,nationews,localnews,govnews,commnews,econnews,intlaffnews,menanews,entnews,newspaper,radio,tv,socmedia,webapp,news1,news2,news3,news4,newsother,radio1,radio2,radio3,radio4,radioother,tv1,tv2,tv3,tv4,tv5,tv6,tv7,tv8,tvother,webapp1,webapp2,webapp3,webapp4,webappother,smartphone,cellphone,desktopcomp,laptop,tablet,mobileint,internetuse,facebook,twitter,instagram,socmediaother,socmediamost,postfreq,fbfriendspol,twitterpol,fbfriendssect,twittersect,somediapolitical,socmediarelig,socpolmod,Prmt,Tweet1_order,Tweet1_1,Tweet1_2,Tweet1_3,Tweet2_order,Tweet2_1,Tweet2_2,Tweet2_3,Tweet3_order,Tweet3_1,Tweet3_2,Tweet3_3,Tweet4_order,Tweet4_1,Tweet4_2,Tweet4_3,Tweet5_order,Tweet5_1,Tweet5_2,Tweet5_3,Tweet6_order,Tweet6_1,Tweet6_2,Tweet6_3,Tweet7_order,Tweet7_1,Tweet7_2,Tweet7_3,Tweet8_order,Tweet8_1,Tweet8_2,Tweet8_3,sex,Age,Sect,EdLvl,HHIncome,Job,JobDes,NoJob
487,3,13,22,11/21/17,5,5,2,5,2,4,4,2,4,2,4,2,1,2,5,1,5,2,5,2,5,3,2,2,2,3,5,2,4,5,2,4,2,4,5,4,4,4,3,2,4,3,4,2,2,1,2,3,3,2,2,4,4,2,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,1,1,1,1,1,3,NA,NA,1,5,3,6,2,5,2,2,2,5,7,1,1,1,3,NA,NA,NA,1,1,1,1,2,11,11,11,6,1,1,1,5,6,6,1,8,11,11,11,4,6,7,5,1,9,8,5,3,1,3,6
488,2,5,9,11/13/17,5,5,2,5,4,4,4,2,4,5,4,4,2,2,3,1,5,1,5,2,5,5,2,4,2,1,4,2,4,4,1,4,2,3,5,5,5,1,4,1,1,1,3,1,1,1,1,3,3,2,1,4,4,1,1,1,15,NA,NA,NA,1,10,NA,NA,NA,1,5,6,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1,1,2,2,1,1,1,1,1,3,NA,NA,1,1,1,6,1,5,2,1,2,3,4,2,3,1,8,5,5,3,6,1,2,1,5,10,11,10,1,1,1,6,2,10,11,7,3,10,11,11,7,9,9,6,1,2,8,3,3,2,2,1
489,3,13,22,11/21/17,5,5,1,5,4,4,2,2,4,1,3,4,2,2,5,2,5,2,2,2,5,2,2,4,2,1,4,4,4,4,2,4,4,3,4,4,4,2,3,2,2,1,3,1,1,1,1,3,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,6,6,7,1,4,10,10,1,8,10,9,1,3,1,1,1,7,8,8,9,2,10,10,1,5,10,9,3,2,33,8,1,3,1,46,6
490,3,13,22,11/21/17,5,5,1,5,5,2,4,4,4,1,5,5,1,1,5,1,5,4,1,1,4,2,2,3,2,3,5,4,5,4,1,4,5,5,4,4,4,3,2,1,3,3,2,2,1,1,2,1,2,1,1,3,4,2,2,1,1,NA,NA,NA,1,10,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,9,10,13,NA,10,1,1,2,1,2,1,1,1,NA,NA,NA,1,5,3,6,2,5,1,1,2,4,4,5,4,3,2,5,5,3,3,4,4,3,1,10,10,10,8,2,2,1,5,11,11,11,7,9,9,2,6,10,8,10,1,8,1,5,2,1,43,6
491,3,13,22,11/21/17,5,5,2,4,3,4,4,2,4,2,4,2,2,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,3,4,3,3,3,2,2,1,2,1,1,2,2,3,4,3,2,1,2,15,NA,NA,NA,1,6,NA,NA,NA,1,1,2,5,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,2,1,1,1,3,1,3,4,NA,1,1,3,6,2,5,1,1,2,1,8,1,1,1,5,2,2,1,4,1,1,1,2,10,10,10,7,1,1,1,1,9,4,1,3,9,6,1,6,10,2,1,1,28,8,5,4,1,49,6
492,3,13,22,11/21/17,5,5,2,4,4,4,4,2,4,1,4,4,2,2,4,2,4,2,2,2,5,3,5,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,3,2,3,3,3,2,2,2,3,3,3,2,2,4,4,2,2,2,15,NA,NA,NA,1,10,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,2,1,1,1,3,1,NA,NA,NA,1,2,3,6,2,5,2,2,3,2,4,1,1,1,3,1,1,1,8,1,1,1,5,10,10,1,7,1,1,1,1,8,9,9,2,4,3,1,6,2,3,1,1,10,8,2,3,1,39,6
493,3,13,22,11/21/17,5,5,2,4,4,4,4,2,4,2,4,3,2,2,4,2,4,4,4,4,5,5,4,5,4,3,4,3,4,4,2,4,4,4,4,4,4,2,4,1,3,2,1,1,1,1,1,2,1,1,1,4,3,1,1,1,15,NA,NA,NA,1,6,NA,NA,NA,1,1,2,3,4,5,6,7,NA,1,9,NA,NA,NA,1,1,2,1,1,1,1,3,1,3,NA,NA,1,1,3,6,2,5,1,1,2,4,2,1,1,1,4,1,1,1,6,1,1,1,3,9,6,1,1,1,1,1,5,10,7,2,8,10,3,1,7,10,4,1,2,18,8,5,4,1,47,6
494,3,11,19,11/13/17,4,4,2,4,3,4,4,2,4,2,4,2,2,2,4,2,4,4,4,4,5,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,2,3,1,4,NA,3,1,1,1,1,2,3,3,2,4,4,1,2,1,15,NA,NA,NA,1,10,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,2,1,2,1,1,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,3,8,1,1,1,1,1,1,1,5,11,11,1,4,11,11,1,7,11,11,1,3,11,11,1,6,11,11,11,2,11,11,1,1,35,1,5,3,1,31,6
495,3,11,19,11/13/17,5,4,2,4,2,4,4,2,4,2,4,3,2,2,5,2,4,2,2,2,5,2,5,5,5,3,5,5,5,4,2,5,4,4,4,4,4,4,4,1,4,NA,4,3,3,3,3,4,4,4,1,4,4,3,3,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,2,6,1,1,1,2,1,1,1,7,1,1,1,3,11,11,11,4,11,11,11,5,11,11,11,1,11,11,11,8,11,11,11,1,9,8,5,3,1,49,6
496,3,11,19,11/13/17,4,2,4,4,5,2,2,4,3,3,2,4,2,1,4,2,5,2,2,2,4,3,4,2,5,2,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,3,4,2,4,3,4,4,4,4,3,4,4,4,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,2,6,3,5,2,2,2,4,3,2,2,1,7,2,1,1,5,8,9,1,8,10,10,2,4,1,2,2,1,11,11,2,6,10,11,1,2,11,10,1,2,11,3,3,3,1,46,6
497,3,11,19,11/13/17,5,5,1,5,2,3,2,2,4,2,2,4,4,4,2,4,2,4,4,4,4,3,2,4,3,3,4,2,4,4,2,4,2,4,4,4,4,5,4,2,4,1,4,3,1,2,2,4,4,3,4,2,4,2,4,4,6,NA,NA,NA,1,10,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,2,1,1,2,2,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,2,1,6,4,4,2,3,11,11,10,5,11,11,11,2,2,2,3,8,1,2,1,4,9,8,6,1,9,9,9,2,37,1,3,3,1,5,6
498,3,11,19,11/13/17,5,3,2,5,2,2,2,5,3,1,2,3,3,3,2,2,5,5,5,5,5,1,4,4,2,2,5,5,4,4,1,5,4,5,5,5,4,5,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,1,2,1,2,1,3,1,NA,NA,NA,1,4,2,6,2,5,2,2,2,5,8,1,1,1,4,1,1,1,7,1,1,1,2,11,11,1,1,11,11,1,6,11,11,1,5,11,11,1,3,11,11,1,1,23,1,5,3,1,28,6
499,3,11,19,11/13/17,5,4,2,5,5,2,5,4,4,1,4,5,2,3,4,2,5,4,1,1,3,5,5,4,5,1,5,5,5,5,1,5,5,5,5,5,5,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,6,7,NA,NA,1,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,1,2,1,1,1,NA,NA,NA,1,5,1,6,3,5,2,2,2,1,6,1,1,1,1,1,1,1,2,1,1,1,7,11,11,1,8,11,11,1,4,11,10,1,5,10,11,1,3,11,11,1,2,46,1,5,3,1,28,6
500,3,11,19,11/13/17,5,5,1,5,4,5,5,2,4,1,4,4,2,2,3,2,4,4,4,4,5,4,4,4,4,3,4,5,4,4,2,4,4,4,4,4,4,4,4,2,3,3,3,2,2,2,2,2,3,3,2,4,4,1,2,2,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,2,1,2,1,2,1,NA,NA,NA,1,2,3,6,2,5,2,2,3,4,1,1,1,1,5,1,1,1,8,1,1,1,4,9,10,2,7,6,6,6,2,10,3,2,6,9,9,10,3,9,8,3,1,28,1,2,NA,1,4,6
501,3,11,19,11/13/17,5,2,2,4,4,3,4,3,4,2,4,4,2,2,5,2,4,4,4,4,5,NA,4,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,2,2,3,3,2,2,1,1,1,1,2,1,1,2,2,1,2,2,7,NA,NA,NA,1,5,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,5,1,2,2,2,2,1,3,1,NA,NA,NA,1,2,3,6,2,5,2,2,2,1,1,1,1,1,4,1,1,1,8,1,1,1,5,9,4,1,6,1,1,1,3,9,10,1,7,9,9,2,2,10,8,1,2,41,8,1,2,1,19,6
502,4,29,24,11/14/17,5,3,2,4,4,2,2,4,3,1,2,4,4,4,2,4,2,4,4,4,4,2,3,4,2,2,5,3,4,5,4,4,3,5,4,4,3,3,3,1,3,5,2,2,2,2,2,2,2,2,2,4,2,2,2,4,15,NA,NA,NA,1,8,NA,NA,NA,1,4,5,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,1,1,1,2,1,NA,NA,NA,1,2,2,6,2,5,2,2,2,1,7,7,7,5,3,1,1,1,5,6,6,6,2,9,9,7,6,6,6,1,8,11,11,11,1,9,9,8,4,6,6,6,1,6,7,5,4,2,2,1
513,1,1,4,11/14/17,5,5,2,5,3,5,4,2,5,2,4,2,2,2,5,2,5,4,4,4,5,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,2,3,2,2,2,3,3,3,3,1,4,4,3,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,2,3,5,NA,NA,NA,NA,NA,1,12,NA,NA,NA,1,1,1,2,1,1,1,2,1,NA,NA,NA,1,3,4,6,2,5,2,1,2,5,8,1,1,1,5,11,11,11,3,1,1,1,2,11,11,11,7,1,1,1,1,11,11,11,4,11,11,11,6,11,11,11,1,33,2,3,3,1,43,6
526,2,7,13,11/10/17,5,5,1,5,2,1,5,4,5,1,5,2,4,4,3,4,4,4,4,4,5,2,4,4,5,3,4,4,4,4,2,4,4,4,5,4,5,3,2,1,4,2,2,2,1,1,1,1,2,1,2,4,4,2,1,2,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,3,5,6,7,8,NA,1,2,NA,NA,NA,1,1,1,1,1,1,1,2,1,NA,NA,NA,1,5,3,6,2,5,1,1,2,3,1,11,11,11,7,11,11,11,3,11,11,11,2,1,1,1,5,11,11,11,6,10,10,10,8,2,2,1,4,1,1,1,2,42,3,3,3,1,4,6
532,2,8,14,11/11/17,3,3,3,3,4,2,3,4,2,2,2,4,1,2,4,2,4,NA,NA,NA,3,NA,3,3,NA,4,5,5,5,5,NA,5,5,5,NA,4,4,3,2,1,NA,NA,2,2,1,1,2,1,2,1,2,3,3,1,4,4,1,NA,NA,NA,1,8,NA,NA,NA,1,1,2,3,4,9,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,4,4,6,3,5,2,2,2,4,4,1,1,1,8,1,1,1,7,1,1,1,3,6,8,1,5,1,1,1,2,8,7,1,1,1,1,1,6,1,1,1,1,2,1,3,4,2,2,1
567,5,22,34,11/20/17,5,3,3,4,4,3,3,3,3,1,3,4,1,2,4,3,5,2,2,2,3,2,4,4,3,3,4,4,5,5,2,4,4,4,4,4,5,1,2,2,3,2,2,1,1,1,1,2,2,3,2,4,4,1,3,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,1,2,1,1,2,1,2,NA,NA,1,2,3,3,2,2,2,2,1,5,3,2,3,1,8,9,9,5,1,1,1,1,6,10,10,8,7,5,7,4,4,10,10,7,5,9,9,6,2,9,10,7,1,18,8,5,5,1,49,6
572,2,7,13,11/10/17,4,5,2,5,3,4,4,2,4,2,4,3,2,2,4,2,5,4,4,4,5,3,5,5,5,3,5,5,5,4,2,4,4,4,4,4,4,2,4,1,4,NA,3,1,1,1,1,1,3,3,3,4,4,1,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,3,4,5,6,NA,NA,1,14,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,1,2,1,1,1,4,1,1,1,8,11,11,1,6,11,11,1,3,11,11,1,1,11,11,1,7,11,11,1,2,NA,1,2,2,2,2,3
587,2,7,11,11/10/17,5,5,2,5,2,4,2,2,5,2,2,NA,1,1,4,2,5,4,2,2,5,NA,5,5,5,3,4,4,4,4,2,4,4,4,5,5,5,5,4,2,NA,3,4,4,4,4,4,2,4,3,3,4,3,4,4,4,15,NA,NA,NA,1,8,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,5,1,3,NA,NA,NA,1,NA,NA,NA,2,1,1,1,6,1,1,1,5,11,9,1,8,1,9,1,4,11,11,1,2,24,5,5,3,1,13,6
667,6,24,37,11/15/17,5,5,2,4,2,4,4,2,4,2,4,2,4,4,4,4,2,4,4,4,5,4,4,4,4,1,4,3,4,4,2,4,4,4,4,4,4,2,4,2,3,5,1,1,1,1,1,1,1,1,1,4,4,1,1,1,15,NA,NA,NA,1,10,NA,NA,NA,1,1,2,4,5,NA,NA,NA,NA,1,10,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,5,3,6,2,5,2,2,2,2,3,11,11,11,8,1,1,1,1,11,11,11,6,11,11,11,7,11,11,11,4,11,11,11,5,11,11,11,2,11,11,11,1,28,7,3,3,1,3,6
670,2,7,13,11/10/17,5,5,2,4,4,4,5,2,4,2,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,5,5,5,5,4,5,5,5,5,5,5,2,4,2,3,3,2,1,1,1,1,2,2,2,2,3,2,1,1,1,1,NA,NA,NA,1,3,NA,NA,NA,1,1,2,5,NA,NA,NA,NA,NA,1,9,13,NA,NA,7,1,2,2,1,2,1,1,1,3,NA,NA,1,1,3,6,2,5,1,1,2,3,7,3,2,1,3,8,8,5,6,4,4,2,2,11,11,11,8,7,7,3,1,9,7,10,4,9,9,9,5,11,10,7,2,15,2,5,4,1,50,6
672,6,25,38,11/12/17,5,5,1,5,5,5,5,1,5,1,5,1,2,2,3,2,3,3,3,3,5,5,5,5,5,1,3,3,3,3,3,3,3,3,4,4,4,1,5,1,3,1,1,1,1,1,1,2,1,1,4,4,2,1,1,4,15,NA,NA,NA,1,2,NA,NA,NA,1,6,12,13,NA,NA,NA,NA,NA,3,14,NA,NA,NA,1,1,2,2,2,2,1,2,1,NA,NA,NA,1,4,1,6,1,5,2,2,3,4,5,7,6,5,2,6,6,1,4,2,2,2,8,6,5,3,6,1,1,1,3,9,10,1,1,6,6,5,7,9,8,7,1,16,8,3,4,1,46,6
675,2,7,13,11/10/17,5,5,1,5,1,2,2,4,5,1,3,4,2,1,5,2,2,4,4,4,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,3,2,1,4,5,2,2,1,1,1,3,2,3,2,4,2,1,2,2,15,NA,NA,NA,1,9,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,2,2,1,1,1,NA,NA,NA,1,5,1,6,1,5,2,2,2,3,6,NA,NA,NA,4,10,10,2,8,10,10,2,7,10,10,2,5,6,6,2,3,10,10,2,1,9,9,2,2,10,10,2,1,28,1,3,4,1,42,6
736,1,3,2,11/13/17,5,2,3,4,4,3,2,4,3,1,2,4,2,2,5,2,4,2,2,2,4,3,5,5,5,4,4,5,4,5,4,4,4,4,4,5,5,5,3,1,3,3,2,4,4,4,4,3,2,3,1,4,4,3,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,7,1,1,1,3,1,1,1,5,1,1,1,2,34,2,3,4,1,3,6
801,2,5,9,11/11/17,4,4,2,4,4,3,4,3,4,2,3,4,4,3,4,2,4,4,5,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,2,3,3,4,3,3,4,2,2,4,4,15,NA,NA,NA,1,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,1,2,1,2,1,1,1,NA,NA,NA,1,2,3,6,2,5,2,2,2,2,1,5,4,5,4,9,10,9,8,10,10,9,5,5,4,5,6,4,10,9,3,10,9,8,7,9,9,8,2,4,5,5,1,6,9,5,3,2,2,1
898,4,29,24,11/9/17,5,5,1,5,3,5,2,2,4,3,2,4,2,2,4,2,4,2,2,2,5,2,5,2,4,1,4,4,5,4,2,5,5,5,4,4,4,3,4,1,3,3,2,2,4,2,3,4,3,4,4,4,4,2,4,4,15,NA,NA,NA,1,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,NA,NA,4,11,11,11,7,NA,NA,NA,2,11,11,11,1,NA,NA,NA,6,11,11,6,5,11,11,11,3,11,11,1,1,23,7,1,1,2,2,2
900,2,4,6,11/14/17,5,4,2,4,4,3,3,2,4,1,3,3,2,2,4,2,5,5,2,2,5,3,5,5,5,1,4,4,4,5,2,4,4,4,5,5,5,3,2,4,3,2,3,2,2,2,3,3,3,3,1,4,3,2,3,3,15,NA,NA,NA,1,6,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,2,2,1,1,1,1,1,2,3,NA,1,2,4,3,2,2,2,2,1,1,1,2,3,1,5,10,9,6,8,4,3,1,4,11,11,11,7,8,5,3,2,10,10,7,6,10,7,5,3,9,9,6,1,22,2,5,5,1,3,6
945,5,21,33,11/16/17,5,4,2,5,3,4,5,1,4,1,4,3,2,2,3,2,4,2,4,2,5,5,5,5,5,1,4,4,4,5,2,4,4,4,4,3,5,2,5,2,3,3,2,1,1,1,1,1,2,2,3,2,1,1,4,4,2,NA,NA,NA,1,2,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,1,1,2,2,2,2,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,2,9,10,1,4,1,1,1,3,10,10,1,5,8,8,1,6,8,8,1,7,7,7,2,8,10,10,1,2,41,8,3,3,1,3,6
985,2,7,11,11/10/17,5,5,1,5,2,5,5,1,5,1,5,2,2,2,5,2,4,4,4,4,5,5,5,5,5,3,4,3,4,5,1,5,3,3,5,4,4,3,4,1,4,4,3,2,3,1,3,1,3,3,3,4,3,3,1,2,15,NA,NA,NA,1,7,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,9,10,NA,1,1,2,2,1,2,1,1,1,3,NA,NA,1,5,3,6,2,5,1,2,2,4,4,6,6,2,7,6,6,2,1,9,9,2,8,7,7,2,3,6,6,2,6,9,9,2,2,NA,NA,1,5,10,10,2,1,12,1,5,5,1,46,6
